feature_fixed_acidity,feature_volatile_acidity,feature_citric_acid,feature_residual_sugar,feature_chlorides,feature_free_sulfur_dioxide,feature_total_sulfur_dioxide,feature_sulphates,feature_wine_type,intermediate_density,intermediate_ph,intermediate_alcohol,target_quality,ID_wine_type,ID_row
7.3,0.145,0.33,1.1,0.042,14.0,64.0,0.37,white,0.99012,3.1,11.8,7,white,3313
6.6,0.435,0.38,9.2,0.058,66.0,243.0,0.54,white,0.99833,3.23,9.1,6,white,3314
5.8,0.18,0.37,1.2,0.036,19.0,74.0,0.49,white,0.98853,3.09,12.7,7,white,3315
5.8,0.18,0.37,1.1,0.036,31.0,96.0,0.48,white,0.98942,3.16,12.0,6,white,3316
5.6,0.32,0.32,8.3,0.043,32.0,105.0,0.47,white,0.99266,3.24,11.2,6,white,3317
6.6,0.16,0.35,1.8,0.042,26.0,105.0,0.75,white,0.98962,3.19,12.4,7,white,3318
5.1,0.21,0.28,1.4,0.047,48.0,148.0,0.49,white,0.99168,3.5,10.4,5,white,3319
7.5,0.29,0.36,15.7,0.05,29.0,124.0,0.54,white,0.9968,3.06,10.4,5,white,3320
6.0,0.26,0.33,4.35,0.04,15.0,80.0,0.5,white,0.98934,3.29,12.7,6,white,3321
5.7,0.26,0.3,1.8,0.039,30.0,105.0,0.52,white,0.98995,3.48,12.5,7,white,3322
7.1,0.17,0.31,1.6,0.037,15.0,103.0,0.5,white,0.991,3.14,12.0,6,white,3323
6.9,0.17,0.3,2.0,0.047,13.0,117.0,0.51,white,0.99152,3.16,11.6,6,white,3324
6.8,0.25,0.28,5.0,0.035,42.0,126.0,0.38,white,0.99048,3.12,12.6,7,white,3325
6.6,0.17,0.28,1.8,0.042,62.0,178.0,0.42,white,0.99204,3.15,10.2,5,white,3326
5.8,0.17,0.36,1.3,0.036,11.0,70.0,0.68,white,0.99202,3.43,10.4,7,white,3327
6.4,0.24,0.29,1.0,0.038,18.0,122.0,0.42,white,0.9906,3.3,11.5,5,white,3328
6.7,0.21,0.34,1.4,0.049,36.0,112.0,0.5,white,0.99091,3.02,11.0,6,white,3329
6.7,0.23,0.33,8.1,0.048,45.0,176.0,0.52,white,0.99472,3.11,10.1,6,white,3330
6.8,0.23,0.32,8.6,0.046,47.0,159.0,0.52,white,0.99452,3.08,10.5,6,white,3331
6.5,0.22,0.28,3.7,0.059,29.0,151.0,0.41,white,0.99177,3.23,12.1,7,white,3332
5.1,0.165,0.22,5.7,0.047,42.0,146.0,0.55,white,0.9934,3.18,9.9,6,white,3333
6.6,0.425,0.25,2.35,0.034,23.0,87.0,0.41,white,0.99082,3.05,11.4,6,white,3334
6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.6,white,0.99784,3.0,9.5,6,white,3335
6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.6,white,0.99784,3.0,9.5,6,white,3336
6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.6,white,0.99784,3.0,9.5,6,white,3337
7.2,0.27,0.28,15.2,0.046,6.0,41.0,0.39,white,0.99665,3.17,10.9,6,white,3338
7.6,0.17,0.27,4.6,0.05,23.0,98.0,0.47,white,0.99422,3.08,9.5,6,white,3339
6.2,0.3,0.31,1.2,0.048,19.0,125.0,0.54,white,0.98999,3.32,12.6,6,white,3340
7.6,0.17,0.27,4.6,0.05,23.0,98.0,0.47,white,0.99422,3.08,9.5,6,white,3341
6.5,0.26,0.32,6.65,0.059,34.0,104.0,0.42,white,0.99254,3.18,11.1,5,white,3342
6.9,0.36,0.28,13.55,0.048,51.0,189.0,0.6,white,0.99782,3.0,9.5,7,white,3343
6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.6,white,0.99784,3.0,9.5,6,white,3344
6.8,0.18,0.24,9.8,0.058,64.0,188.0,0.51,white,0.9952,3.13,10.6,6,white,3345
6.7,0.18,0.24,10.3,0.057,64.0,185.0,0.5,white,0.99519,3.12,10.6,6,white,3346
6.6,0.16,0.21,6.7,0.055,43.0,157.0,0.52,white,0.99384,3.15,10.8,6,white,3347
7.2,0.27,0.28,15.2,0.046,6.0,41.0,0.39,white,0.99665,3.17,10.9,6,white,3348
6.4,0.17,0.27,9.9,0.047,26.0,101.0,0.5,white,0.99596,3.34,9.9,6,white,3349
7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.59,white,0.9935,3.08,11.3,6,white,3350
6.0,0.22,0.28,1.1,0.034,47.0,90.0,0.38,white,0.98862,3.22,12.6,6,white,3351
6.7,0.36,0.28,8.3,0.034,29.0,81.0,0.39,white,0.99151,2.96,12.5,6,white,3352
6.5,0.43,0.28,11.25,0.032,31.0,87.0,0.38,white,0.9922,3.02,12.4,6,white,3353
5.9,0.2,0.28,12.8,0.038,29.0,132.0,0.57,white,0.99426,3.31,11.8,7,white,3354
5.3,0.32,0.23,9.65,0.026,26.0,119.0,0.53,white,0.99168,3.18,12.2,6,white,3355
6.8,0.2,0.28,12.6,0.048,54.0,136.0,0.37,white,0.99556,3.19,10.7,6,white,3356
6.0,0.22,0.33,12.2,0.033,25.0,97.0,0.42,white,0.99356,3.17,11.3,7,white,3357
6.7,0.36,0.28,8.3,0.034,29.0,81.0,0.39,white,0.99151,2.96,12.5,6,white,3358
6.5,0.43,0.28,11.25,0.032,31.0,87.0,0.38,white,0.9922,3.02,12.4,6,white,3359
7.1,0.18,0.49,1.3,0.033,12.0,72.0,0.53,white,0.99072,3.05,11.3,7,white,3360
6.4,0.17,0.27,9.9,0.047,26.0,101.0,0.5,white,0.99596,3.34,9.9,6,white,3361
7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.59,white,0.9935,3.08,11.3,6,white,3362
6.0,0.22,0.28,1.1,0.034,47.0,90.0,0.38,white,0.98862,3.22,12.6,6,white,3363
6.0,0.2,0.26,1.1,0.033,38.0,67.0,0.38,white,0.98954,3.14,11.5,6,white,3364
7.6,0.2,0.26,4.8,0.033,26.0,76.0,0.49,white,0.99076,2.98,12.3,7,white,3365
6.2,0.3,0.21,1.1,0.032,31.0,111.0,0.42,white,0.9889,2.97,12.2,6,white,3366
6.0,0.29,0.25,1.4,0.033,30.0,114.0,0.43,white,0.98794,3.08,13.2,6,white,3367
6.6,0.18,0.28,1.7,0.041,53.0,161.0,0.45,white,0.99207,3.13,10.2,6,white,3368
7.0,0.22,0.28,10.6,0.039,32.0,117.0,0.55,white,0.99355,3.05,11.5,7,white,3369
6.0,0.29,0.25,1.4,0.033,30.0,114.0,0.43,white,0.98794,3.08,13.2,6,white,3370
6.2,0.3,0.21,1.1,0.032,31.0,111.0,0.42,white,0.9889,2.97,12.2,6,white,3371
5.6,0.15,0.26,5.55,0.051,51.0,139.0,0.5,white,0.99336,3.47,11.0,6,white,3372
6.9,0.28,0.24,2.1,0.034,49.0,121.0,0.43,white,0.98882,2.98,13.2,7,white,3373
5.9,0.19,0.21,1.7,0.045,57.0,135.0,0.44,white,0.99341,3.32,9.5,5,white,3374
7.8,0.22,0.26,9.0,0.047,38.0,132.0,0.53,white,0.997,3.25,10.2,6,white,3375
6.6,0.18,0.28,1.7,0.041,53.0,161.0,0.45,white,0.99207,3.13,10.2,6,white,3376
7.0,0.4,0.25,1.8,0.05,51.0,189.0,0.55,white,0.99174,3.0,11.4,6,white,3377
6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.42,white,0.99042,3.16,12.5,8,white,3378
7.6,0.36,0.49,11.3,0.046,87.0,221.0,0.43,white,0.9984,3.01,9.2,5,white,3379
6.5,0.28,0.34,3.6,0.04,29.0,121.0,0.48,white,0.99111,3.28,12.1,7,white,3380
6.9,0.19,0.35,6.9,0.045,51.0,125.0,0.44,white,0.9933,3.1,10.7,7,white,3381
6.5,0.28,0.34,3.6,0.04,29.0,121.0,0.48,white,0.99111,3.28,12.1,7,white,3382
6.4,0.22,0.32,4.9,0.046,50.0,156.0,0.55,white,0.99316,3.38,11.2,6,white,3383
6.8,0.23,0.3,6.95,0.044,42.0,179.0,0.56,white,0.9946,3.25,10.6,6,white,3384
6.4,0.32,0.31,1.9,0.037,34.0,126.0,0.45,white,0.99,3.06,11.8,6,white,3385
6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.42,white,0.99042,3.16,12.5,8,white,3386
7.6,0.36,0.49,11.3,0.046,87.0,221.0,0.43,white,0.9984,3.01,9.2,5,white,3387
8.8,0.39,0.35,1.8,0.096,22.0,80.0,0.54,white,0.99016,2.95,12.6,6,white,3388
6.6,0.24,0.3,11.3,0.026,11.0,77.0,0.55,white,0.99381,3.13,12.8,7,white,3389
6.9,0.29,0.3,8.2,0.026,35.0,112.0,0.37,white,0.99144,3.0,12.3,6,white,3390
6.9,0.28,0.3,8.3,0.026,37.0,113.0,0.38,white,0.99139,2.99,12.3,8,white,3391
6.7,0.38,0.26,9.55,0.036,35.0,91.0,0.37,white,0.9919,2.98,12.4,6,white,3392
8.0,0.28,0.3,8.4,0.03,35.0,115.0,0.42,white,0.99192,2.93,12.3,6,white,3393
6.5,0.25,0.45,7.8,0.048,52.0,188.0,0.53,white,0.99576,3.2,9.1,5,white,3394
6.6,0.26,0.46,7.8,0.047,48.0,186.0,0.54,white,0.9958,3.2,9.1,5,white,3395
7.4,0.29,0.28,10.2,0.032,43.0,138.0,0.47,white,0.9951,3.1,10.6,6,white,3396
6.3,0.19,0.29,5.5,0.042,44.0,189.0,0.47,white,0.99304,3.19,10.3,6,white,3397
6.1,0.33,0.32,7.8,0.052,52.0,183.0,0.65,white,0.99657,3.39,9.5,5,white,3398
5.6,0.32,0.33,7.4,0.037,25.0,95.0,0.49,white,0.99268,3.25,11.1,6,white,3399
7.7,0.46,0.18,3.3,0.054,18.0,143.0,0.51,white,0.99392,3.12,10.8,6,white,3400
8.8,0.19,0.3,5.0,0.028,34.0,120.0,0.47,white,0.99242,2.94,11.2,5,white,3401
7.7,0.46,0.18,3.3,0.054,18.0,143.0,0.51,white,0.99392,3.12,10.8,6,white,3402
8.8,0.27,0.25,5.0,0.024,52.0,99.0,0.49,white,0.9925,2.87,11.4,5,white,3403
5.8,0.18,0.28,1.3,0.034,9.0,94.0,0.52,white,0.99092,3.21,11.2,6,white,3404
5.8,0.15,0.32,1.2,0.037,14.0,119.0,0.5,white,0.99137,3.19,10.2,6,white,3405
5.6,0.32,0.33,7.4,0.037,25.0,95.0,0.49,white,0.99268,3.25,11.1,6,white,3406
6.1,0.33,0.32,7.8,0.052,52.0,183.0,0.65,white,0.99657,3.39,9.5,5,white,3407
7.1,0.32,0.3,9.9,0.041,63.0,192.0,0.49,white,0.99642,3.12,10.2,6,white,3408
6.2,0.23,0.35,0.7,0.051,24.0,111.0,0.43,white,0.9916,3.37,11.0,3,white,3409
8.9,0.3,0.35,4.6,0.032,32.0,148.0,0.45,white,0.99458,3.15,11.5,7,white,3410
6.0,0.14,0.17,5.6,0.036,37.0,127.0,0.57,white,0.99373,3.05,9.8,6,white,3411
6.8,0.24,0.29,9.5,0.042,56.0,157.0,0.51,white,0.99586,3.11,10.1,6,white,3412
6.7,0.21,0.48,14.8,0.05,31.0,195.0,0.75,white,0.99942,2.95,8.8,6,white,3413
8.9,0.3,0.35,4.6,0.032,32.0,148.0,0.45,white,0.99458,3.15,11.5,7,white,3414
6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.43,white,0.9895,3.39,12.7,7,white,3415
7.2,0.37,0.4,11.6,0.032,34.0,214.0,0.51,white,0.9963,3.1,9.8,6,white,3416
6.7,0.64,0.3,1.2,0.03,18.0,76.0,0.6,white,0.9892,3.16,12.9,4,white,3417
7.2,0.37,0.4,11.6,0.032,34.0,214.0,0.51,white,0.9963,3.1,9.8,6,white,3418
6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.43,white,0.9895,3.39,12.7,7,white,3419
7.6,0.28,0.49,20.15,0.06,30.0,145.0,0.44,white,1.00196,3.01,8.5,5,white,3420
6.3,0.29,0.28,4.7,0.059,28.0,81.0,0.56,white,0.99036,3.24,12.7,8,white,3421
6.2,0.28,0.28,4.3,0.026,22.0,105.0,0.64,white,0.989,2.98,13.1,8,white,3422
7.1,0.18,0.39,14.5,0.051,48.0,156.0,0.78,white,0.99947,3.35,9.1,5,white,3423
6.4,0.32,0.27,4.9,0.034,18.0,122.0,0.71,white,0.9916,3.36,12.5,6,white,3424
7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.78,white,0.99945,3.34,9.1,6,white,3425
7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.78,white,0.99945,3.34,9.1,6,white,3426
5.8,0.24,0.26,10.05,0.039,63.0,162.0,0.5,white,0.99375,3.33,11.2,6,white,3427
6.4,0.32,0.27,4.9,0.034,18.0,122.0,0.71,white,0.9916,3.36,12.5,6,white,3428
7.1,0.18,0.39,14.5,0.051,48.0,156.0,0.78,white,0.99947,3.35,9.1,5,white,3429
7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.78,white,0.99945,3.34,9.1,6,white,3430
7.1,0.18,0.39,15.25,0.047,45.0,158.0,0.77,white,0.99946,3.34,9.1,6,white,3431
7.8,0.29,0.29,3.15,0.044,41.0,117.0,0.35,white,0.99153,3.24,11.5,5,white,3432
6.2,0.255,0.27,1.3,0.037,30.0,86.0,0.59,white,0.98834,3.05,12.9,7,white,3433
8.2,0.34,0.29,5.2,0.076,19.0,92.0,0.39,white,0.99138,2.95,12.5,6,white,3434
6.5,0.24,0.28,1.1,0.034,26.0,83.0,0.33,white,0.98928,3.25,12.3,6,white,3435
6.9,0.24,0.23,7.1,0.041,20.0,97.0,0.85,white,0.99246,3.1,11.4,6,white,3436
6.7,0.4,0.22,8.8,0.052,24.0,113.0,0.45,white,0.99576,3.22,9.4,5,white,3437
6.7,0.3,0.44,18.5,0.057,65.0,224.0,0.53,white,0.99956,3.11,9.1,5,white,3438
6.7,0.4,0.22,8.8,0.052,24.0,113.0,0.45,white,0.99576,3.22,9.4,5,white,3439
6.8,0.17,0.32,1.4,0.04,35.0,106.0,0.66,white,0.99026,3.16,12.0,5,white,3440
7.1,0.25,0.28,1.2,0.04,31.0,111.0,0.53,white,0.99174,3.18,11.1,5,white,3441
5.9,0.27,0.27,5.0,0.035,14.0,97.0,0.33,white,0.99058,3.1,11.8,7,white,3442
6.0,0.16,0.22,1.6,0.042,36.0,106.0,0.32,white,0.9905,3.24,11.4,6,white,3443
6.7,0.3,0.44,18.75,0.057,65.0,224.0,0.53,white,0.99956,3.11,9.1,5,white,3444
6.6,0.15,0.32,6.0,0.033,59.0,128.0,0.71,white,0.99192,3.19,12.1,8,white,3445
7.3,0.34,0.3,9.4,0.057,34.0,178.0,0.44,white,0.99554,3.15,10.4,6,white,3446
6.0,0.17,0.29,9.7,0.044,33.0,98.0,0.36,white,0.99536,3.12,9.2,6,white,3447
6.7,0.47,0.29,4.75,0.034,29.0,134.0,0.46,white,0.99056,3.29,13.0,7,white,3448
6.6,0.15,0.32,6.0,0.033,59.0,128.0,0.71,white,0.99192,3.19,12.1,8,white,3449
6.6,0.21,0.29,5.35,0.029,43.0,106.0,0.43,white,0.99112,2.93,11.5,7,white,3450
6.6,0.21,0.29,5.35,0.029,43.0,106.0,0.43,white,0.99112,2.93,11.5,7,white,3451
8.0,0.24,0.48,6.8,0.047,13.0,134.0,0.7,white,0.99616,3.23,10.0,5,white,3452
5.6,0.34,0.3,6.9,0.038,23.0,89.0,0.49,white,0.99266,3.25,11.1,6,white,3453
5.8,0.54,0.0,1.4,0.033,40.0,107.0,0.35,white,0.98918,3.26,12.4,5,white,3454
7.3,0.23,0.24,0.9,0.031,29.0,86.0,0.38,white,0.98926,2.9,12.2,6,white,3455
6.0,0.39,0.13,1.2,0.042,60.0,172.0,0.52,white,0.99114,3.06,10.6,5,white,3456
6.1,0.105,0.31,1.3,0.037,55.0,145.0,0.41,white,0.9912,3.41,11.1,7,white,3457
5.8,0.32,0.2,2.6,0.027,17.0,123.0,0.78,white,0.98936,3.36,13.9,7,white,3458
7.6,0.22,0.28,12.0,0.056,68.0,143.0,0.3,white,0.9983,2.99,9.2,6,white,3459
6.8,0.19,0.4,9.85,0.055,41.0,103.0,0.56,white,0.99532,2.98,10.5,6,white,3460
6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.59,white,0.99189,3.04,11.3,8,white,3461
6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.45,white,0.99,3.24,12.9,6,white,3462
6.2,0.3,0.31,1.6,0.035,40.0,106.0,0.39,white,0.98914,3.26,12.9,7,white,3463
6.9,0.29,0.41,7.8,0.046,52.0,171.0,0.51,white,0.99537,3.12,9.6,5,white,3464
6.8,0.19,0.34,1.9,0.04,41.0,108.0,0.45,white,0.99,3.25,12.9,6,white,3465
6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.45,white,0.99,3.24,12.9,6,white,3466
6.6,0.24,0.27,10.3,0.047,54.0,219.0,0.45,white,0.99742,3.04,8.8,5,white,3467
6.6,0.16,0.36,1.1,0.031,27.0,93.0,0.34,white,0.98884,3.23,13.2,8,white,3468
7.6,0.22,0.28,12.0,0.056,68.0,143.0,0.3,white,0.9983,2.99,9.2,6,white,3469
6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.59,white,0.99189,3.04,11.3,8,white,3470
6.8,0.19,0.4,9.85,0.055,41.0,103.0,0.56,white,0.99532,2.98,10.5,6,white,3471
6.7,0.16,0.36,2.0,0.045,24.0,131.0,0.59,white,0.99284,3.3,10.5,6,white,3472
6.5,0.3,0.27,4.0,0.038,37.0,97.0,0.6,white,0.99026,3.2,12.6,8,white,3473
6.5,0.22,0.19,1.1,0.064,36.0,191.0,0.5,white,0.99297,3.05,9.5,6,white,3474
6.2,0.36,0.45,10.4,0.06,22.0,184.0,0.56,white,0.99711,3.31,9.8,6,white,3475
6.2,0.37,0.24,6.1,0.032,19.0,86.0,0.26,white,0.98934,3.04,13.4,8,white,3476
7.6,0.31,0.24,1.8,0.037,39.0,150.0,0.44,white,0.9913,3.05,11.8,7,white,3477
6.2,0.36,0.45,10.4,0.06,22.0,184.0,0.56,white,0.99711,3.31,9.8,6,white,3478
5.9,0.32,0.28,4.7,0.039,34.0,94.0,0.57,white,0.98964,3.22,13.1,7,white,3479
6.5,0.3,0.27,4.0,0.038,37.0,97.0,0.6,white,0.99026,3.2,12.6,8,white,3480
5.8,0.22,0.3,1.1,0.047,36.0,131.0,0.45,white,0.992,3.26,10.4,5,white,3481
5.4,0.45,0.27,6.4,0.033,20.0,102.0,0.27,white,0.98944,3.22,13.4,8,white,3482
6.1,0.36,0.26,8.15,0.035,14.0,88.0,0.27,white,0.99031,3.06,13.0,7,white,3483
6.2,0.37,0.24,6.1,0.032,19.0,86.0,0.26,white,0.98934,3.04,13.4,8,white,3484
7.5,0.21,0.32,4.8,0.056,39.0,113.0,0.52,white,0.99393,3.11,10.2,7,white,3485
6.9,0.28,0.33,1.2,0.039,16.0,98.0,0.39,white,0.9904,3.07,11.7,6,white,3486
6.5,0.22,0.19,1.1,0.064,36.0,191.0,0.5,white,0.99297,3.05,9.5,6,white,3487
7.8,0.2,0.2,1.4,0.036,25.0,83.0,0.46,white,0.99088,3.03,11.7,6,white,3488
6.7,0.28,0.31,7.4,0.041,7.0,81.0,0.47,white,0.99254,3.04,11.4,8,white,3489
7.6,0.31,0.24,1.8,0.037,39.0,150.0,0.44,white,0.9913,3.05,11.8,7,white,3490
8.0,0.2,0.44,1.0,0.057,24.0,111.0,0.32,white,0.99158,3.09,11.2,6,white,3491
6.0,0.28,0.27,15.5,0.036,31.0,134.0,0.44,white,0.99408,3.19,13.0,7,white,3492
6.0,0.28,0.27,15.5,0.036,31.0,134.0,0.44,white,0.99408,3.19,13.0,7,white,3493
6.7,0.24,0.36,8.4,0.042,42.0,123.0,0.52,white,0.99473,3.34,10.9,6,white,3494
6.3,0.22,0.28,2.4,0.042,38.0,102.0,0.37,white,0.98998,3.14,11.6,7,white,3495
6.0,0.24,0.28,3.95,0.038,61.0,134.0,0.54,white,0.99146,3.3,11.3,7,white,3496
7.7,0.43,1.0,19.95,0.032,42.0,164.0,0.5,white,0.99742,3.29,12.0,6,white,3497
6.4,0.3,0.36,2.0,0.052,18.0,141.0,0.53,white,0.99273,3.38,10.5,6,white,3498
6.1,0.33,0.3,3.0,0.036,30.0,124.0,0.4,white,0.98922,3.31,13.1,7,white,3499
6.0,0.28,0.27,15.5,0.036,31.0,134.0,0.44,white,0.99408,3.19,13.0,7,white,3500
6.7,0.24,0.36,8.4,0.042,42.0,123.0,0.52,white,0.99473,3.34,10.9,6,white,3501
6.7,0.29,0.45,14.3,0.054,30.0,181.0,0.57,white,0.99869,3.14,9.1,5,white,3502
6.9,0.33,0.31,4.2,0.04,21.0,93.0,0.48,white,0.9896,3.18,13.4,7,white,3503
6.5,0.16,0.34,1.4,0.029,29.0,133.0,0.64,white,0.99108,3.33,11.5,7,white,3504
6.0,0.2,0.32,3.0,0.031,26.0,118.0,0.68,white,0.99134,3.38,11.2,7,white,3505
7.5,0.33,0.28,4.9,0.042,21.0,155.0,0.57,white,0.99385,3.36,10.9,6,white,3506
7.1,0.36,0.28,2.4,0.036,35.0,115.0,0.44,white,0.98936,3.19,13.5,7,white,3507
6.7,0.29,0.45,14.3,0.054,30.0,181.0,0.57,white,0.99869,3.14,9.1,5,white,3508
6.4,0.26,0.25,10.7,0.046,66.0,179.0,0.55,white,0.99606,3.17,9.9,6,white,3509
7.0,0.22,0.24,11.0,0.041,75.0,167.0,0.56,white,0.99508,2.98,10.5,6,white,3510
6.5,0.19,0.28,1.4,0.046,22.0,90.0,0.51,white,0.99038,3.18,11.7,7,white,3511
6.3,0.21,0.31,1.2,0.043,30.0,117.0,0.68,white,0.99158,3.49,11.0,6,white,3512
7.9,0.35,0.28,12.9,0.032,13.0,63.0,0.43,white,0.9932,2.99,13.0,6,white,3513
7.7,0.38,0.23,10.8,0.03,28.0,95.0,0.41,white,0.99164,2.93,13.6,6,white,3514
6.8,0.19,0.33,1.3,0.031,22.0,87.0,0.62,white,0.98987,3.08,12.3,7,white,3515
7.2,0.33,0.34,2.0,0.044,61.0,171.0,0.53,white,0.98947,3.25,13.3,7,white,3516
6.6,0.29,0.29,1.8,0.036,38.0,102.0,0.42,white,0.98819,3.08,13.7,7,white,3517
7.5,0.2,0.41,1.2,0.05,26.0,131.0,0.52,white,0.99133,3.19,11.1,5,white,3518
6.9,0.33,0.62,7.5,0.038,46.0,132.0,0.43,white,0.99143,3.23,13.4,7,white,3519
6.0,0.23,0.15,9.7,0.048,101.0,207.0,0.3,white,0.99571,3.05,9.1,5,white,3520
5.9,0.23,0.24,3.8,0.038,61.0,152.0,0.5,white,0.99139,3.31,11.3,7,white,3521
6.6,0.32,0.41,7.2,0.048,55.0,178.0,0.46,white,0.99537,3.2,9.4,5,white,3522
6.0,0.23,0.15,9.7,0.048,101.0,207.0,0.3,white,0.99571,3.05,9.1,5,white,3523
5.3,0.36,0.27,6.3,0.028,40.0,132.0,0.4,white,0.99186,3.37,11.6,6,white,3524
5.3,0.36,0.27,6.3,0.028,40.0,132.0,0.4,white,0.99186,3.37,11.6,6,white,3525
8.9,0.27,0.28,0.8,0.024,29.0,128.0,0.35,white,0.98984,3.01,12.4,6,white,3526
7.6,0.23,0.29,8.6,0.053,65.0,146.0,0.32,white,0.9963,3.11,9.8,6,white,3527
6.9,0.75,0.13,6.3,0.036,19.0,50.0,0.25,white,0.99312,3.09,11.1,4,white,3528
7.1,0.35,0.27,3.1,0.034,28.0,134.0,0.38,white,0.9897,3.26,13.1,7,white,3529
7.2,0.31,0.35,7.2,0.046,45.0,178.0,0.53,white,0.9955,3.14,9.7,5,white,3530
6.4,0.28,0.44,7.1,0.048,49.0,179.0,0.48,white,0.99528,3.15,9.2,5,white,3531
7.2,0.23,0.46,6.4,0.036,17.0,85.0,0.78,white,0.99279,3.1,11.7,6,white,3532
6.6,0.22,0.3,14.7,0.045,50.0,136.0,0.37,white,0.99704,3.14,10.6,6,white,3533
7.2,0.31,0.35,7.2,0.046,45.0,178.0,0.53,white,0.9955,3.14,9.7,5,white,3534
6.4,0.28,0.44,7.1,0.048,49.0,179.0,0.48,white,0.99528,3.15,9.2,5,white,3535
7.2,0.24,0.28,1.9,0.032,30.0,92.0,0.39,white,0.9914,3.1,10.9,6,white,3536
6.2,0.27,0.47,1.2,0.146,28.0,105.0,0.51,white,0.99224,3.23,10.1,5,white,3537
6.5,0.28,0.25,4.8,0.029,54.0,128.0,0.44,white,0.99074,3.17,12.2,7,white,3538
7.2,0.27,0.31,1.2,0.031,27.0,80.0,0.33,white,0.98892,3.03,12.7,6,white,3539
7.8,0.28,0.25,3.4,0.024,27.0,99.0,0.37,white,0.98959,2.98,13.0,6,white,3540
8.1,0.26,0.27,4.3,0.03,43.0,123.0,0.33,white,0.99212,3.16,11.2,6,white,3541
6.6,0.23,0.37,8.5,0.036,46.0,153.0,0.48,white,0.99576,3.2,9.4,6,white,3542
6.0,0.33,0.2,1.8,0.031,49.0,159.0,0.53,white,0.9919,3.41,11.0,6,white,3543
6.0,0.33,0.2,1.8,0.031,49.0,159.0,0.53,white,0.9919,3.41,11.0,6,white,3544
7.3,0.2,0.29,19.5,0.039,69.0,237.0,0.48,white,1.00037,3.1,9.2,6,white,3545
6.6,0.23,0.37,8.5,0.036,46.0,153.0,0.48,white,0.99576,3.2,9.4,6,white,3546
7.3,0.2,0.29,19.9,0.039,69.0,237.0,0.48,white,1.00037,3.1,9.2,6,white,3547
6.2,0.47,0.19,8.3,0.029,24.0,142.0,0.45,white,0.992,3.22,12.3,6,white,3548
6.0,0.33,0.2,1.8,0.031,49.0,159.0,0.53,white,0.9919,3.41,11.0,6,white,3549
7.2,0.14,0.32,1.1,0.022,48.0,116.0,0.67,white,0.99218,3.04,10.0,6,white,3550
5.7,0.22,0.22,16.65,0.044,39.0,110.0,0.48,white,0.99855,3.24,9.0,6,white,3551
5.7,0.22,0.22,16.65,0.044,39.0,110.0,0.48,white,0.99855,3.24,9.0,6,white,3552
5.7,0.22,0.22,16.65,0.044,39.0,110.0,0.48,white,0.99855,3.24,9.0,6,white,3553
8.1,0.2,0.28,0.9,0.023,49.0,87.0,0.36,white,0.99062,2.92,11.1,6,white,3554
5.8,0.14,0.15,6.1,0.042,27.0,123.0,0.6,white,0.99362,3.06,9.9,6,white,3555
4.8,0.21,0.21,10.2,0.037,17.0,112.0,0.48,white,0.99324,3.66,12.2,7,white,3556
8.1,0.2,0.28,0.9,0.023,49.0,87.0,0.36,white,0.99062,2.92,11.1,6,white,3557
5.7,0.22,0.22,16.65,0.044,39.0,110.0,0.48,white,0.99855,3.24,9.0,6,white,3558
7.5,0.34,0.24,3.85,0.031,5.0,34.0,0.36,white,0.99098,3.01,11.8,4,white,3559
6.6,0.64,0.28,4.4,0.032,19.0,78.0,0.62,white,0.99036,3.11,12.9,6,white,3560
7.0,0.48,0.12,4.5,0.05,23.0,86.0,0.35,white,0.99398,2.86,9.0,5,white,3561
7.6,0.37,0.34,3.2,0.028,42.0,162.0,0.33,white,0.9903,3.01,12.4,6,white,3562
7.0,0.48,0.12,4.5,0.05,23.0,86.0,0.35,white,0.99398,2.86,9.0,5,white,3563
6.6,0.64,0.28,4.4,0.032,19.0,78.0,0.62,white,0.99036,3.11,12.9,6,white,3564
8.0,0.25,0.27,9.7,0.036,15.0,85.0,0.36,white,0.99406,2.99,11.2,6,white,3565
7.6,0.38,0.28,4.2,0.029,7.0,112.0,0.41,white,0.9906,3.0,12.6,6,white,3566
6.9,0.26,0.27,4.2,0.031,20.0,80.0,0.39,white,0.99089,3.12,11.5,6,white,3567
7.8,0.15,0.34,1.1,0.035,31.0,93.0,0.72,white,0.99096,3.07,11.3,7,white,3568
