feature_frequency,feature_angle_of_attack,feature_chord_length,feature_free_stream_velocity,intermediate_suction_side_displacement_thickness,target_scaled_sound_pressure_level,ID_row
315,15.6,0.1016,39.6,0.0528487,122.754,1489
400,15.6,0.1016,39.6,0.0528487,120.484,1490
500,15.6,0.1016,39.6,0.0528487,115.304,1491
630,15.6,0.1016,39.6,0.0528487,118.084,1492
800,15.6,0.1016,39.6,0.0528487,118.964,1493
1000,15.6,0.1016,39.6,0.0528487,119.224,1494
1250,15.6,0.1016,39.6,0.0528487,118.214,1495
1600,15.6,0.1016,39.6,0.0528487,114.554,1496
2000,15.6,0.1016,39.6,0.0528487,110.894,1497
2500,15.6,0.1016,39.6,0.0528487,110.264,1498
3150,15.6,0.1016,39.6,0.0528487,109.254,1499
4000,15.6,0.1016,39.6,0.0528487,106.604,1500
5000,15.6,0.1016,39.6,0.0528487,106.224,1501
6300,15.6,0.1016,39.6,0.0528487,104.204,1502
