feature_ambient_temperature,feature_exhaust_vacuum,feature_relative_humidity,intermediate_ambient_pressure,target_net_hourly_electrical_energy,ID_row
18.35,57.76,77.94,1019.64,458.41,7362
30.29,59.22,60.46,1013.05,441.57,7363
25.91,58.98,75.31,1010.02,442.65,7364
15.98,42.99,83.78,1008.24,467.42,7365
15.72,41.76,66.95,1023.07,462.19,7366
22.81,71.85,75.17,1009.61,440.4,7367
13.73,41.78,49.65,1011.75,464.94,7368
5.33,39.33,94.97,1009.61,491.17,7369
14.71,52.72,70.29,1024.7,462.34,7370
24.26,42.8,61.62,1013.72,459.65,7371
27.78,72.43,74.53,1006.72,429.62,7372
16.5,53.29,95.66,1017.7,458.37,7373
8.51,39.66,86.61,1015.16,483.54,7374
18.6,58.71,86.42,1009.8,430.38,7375
6.52,39.85,86.36,1012.55,483.01,7376
14.76,40.71,71.07,1017.37,465.58,7377
28.8,70.02,49.61,1010.76,435.45,7378
11.53,41.39,85.52,1018.39,474.49,7379
12.15,45.01,90.02,1018.89,468.07,7380
9.61,44.03,91.36,1008.3,473.54,7381
13.67,38.53,81.85,1009.3,470.39,7382
25.88,71.73,72.8,1010.01,430.86,7383
26.82,66.51,55.76,1016.32,439.48,7384
28.11,69.84,67.08,1004.68,427.33,7385
28.9,60.07,45.06,1015.96,440.62,7386
26.97,71.58,75.16,1010.13,433.88,7387
26.84,71.94,79.12,1006.6,427.2,7388
25.28,67.69,68.54,1009.05,445.34,7389
9.02,38.08,69.98,1019.02,478.32,7390
12.89,36.71,87.29,1013.36,475.13,7391
17.35,39.72,64.62,1003.0,459.83,7392
26.86,71.14,76.61,1007.11,426.97,7393
15.43,39.16,79.8,1016.44,470.74,7394
29.72,68.24,66.42,1009.92,426.54,7395
31.4,70.32,65.01,1011.62,433.42,7396
21.6,59.8,76.59,1016.9,450.14,7397
7.06,41.74,90.38,1021.95,448.97,7398
18.9,62.96,80.57,1020.69,455.88,7399
27.77,63.9,51.43,1013.62,441.3,7400
13.2,40.83,94.98,1007.75,472.41,7401
22.59,60.32,78.58,1016.84,447.17,7402
28.5,64.84,54.41,1011.47,441.74,7403
27.98,67.9,73.53,1006.3,436.08,7404
27.64,75.6,54.78,1017.35,441.04,7405
9.6,37.73,77.75,1021.87,481.03,7406
10.61,43.79,76.33,1016.03,480.28,7407
31.41,76.09,70.49,1007.68,430.81,7408
28.53,66.51,40.68,1015.9,436.16,7409
7.24,41.17,80.56,1020.35,486.76,7410
7.32,41.26,95.18,1010.11,482.1,7411
26.93,67.07,60.26,1005.65,437.76,7412
9.76,40.71,91.82,1020.88,470.95,7413
22.85,59.15,63.92,1014.74,448.61,7414
13.24,40.83,87.53,1007.9,472.22,7415
29.14,61.5,39.95,1009.64,437.76,7416
22.18,62.91,68.86,1012.14,449.77,7417
15.07,43.48,57.74,1015.22,459.96,7418
25.43,72.39,88.13,1002.65,436.1,7419
14.64,39.58,71.9,1011.46,467.8,7420
14.43,41.76,83.57,1024.02,467.33,7421
8.44,41.17,70.72,1019.9,486.15,7422
32.33,69.89,50.93,1014.18,427.29,7423
23.62,61.87,48.77,1010.07,447.93,7424
25.83,70.47,81.83,1006.24,434.45,7425
17.74,49.69,80.7,1006.09,457.05,7426
23.54,67.83,65.48,1009.44,426.24,7427
26.07,69.23,54.03,1013.32,436.94,7428
27.38,77.24,82.49,1008.25,435.81,7429
23.54,41.1,38.05,1002.05,448.56,7430
28.73,50.05,52.4,1005.79,436.35,7431
14.93,43.02,45.56,1012.11,468.19,7432
34.76,68.94,41.31,1006.75,427.42,7433
23.64,63.31,61.83,1014.5,440.7,7434
29.84,58.9,56.18,1005.24,440.93,7435
10.33,40.6,88.62,1015.0,478.3,7436
25.74,59.07,79.89,1007.37,441.05,7437
31.92,75.33,65.73,1002.13,431.32,7438
13.97,39.16,84.6,1016.05,470.96,7439
25.44,61.25,87.65,1012.57,441.77,7440
12.88,44.71,51.95,1018.73,469.12,7441
7.74,42.49,90.11,1009.07,481.69,7442
11.8,43.99,98.44,1020.86,466.75,7443
11.87,40.67,62.92,1011.43,479.18,7444
18.41,42.04,64.88,1011.69,465.64,7445
12.65,44.34,92.81,1014.74,473.46,7446
7.05,43.65,72.36,1018.41,480.47,7447
12.6,41.5,86.22,1013.07,472.45,7448
30.69,71.98,65.86,1004.53,430.33,7449
27.76,72.58,84.96,1009.04,429.25,7450
16.31,52.75,55.69,1024.4,456.58,7451
25.21,63.21,85.14,1012.24,441.04,7452
29.53,77.54,66.13,1010.39,432.89,7453
26.71,76.86,74.5,1002.86,437.31,7454
15.94,41.76,67.17,1023.32,462.44,7455
7.33,41.16,92.43,1023.17,466.16,7456
14.31,40.78,76.41,1024.3,463.54,7457
12.57,41.79,87.8,1014.99,461.88,7458
30.61,69.13,55.17,1009.32,429.1,7459
14.94,40.0,65.43,1017.69,456.41,7460
14.65,44.84,87.76,1023.39,467.18,7461
25.76,74.87,65.15,1010.18,443.7,7462
24.4,71.14,59.26,1009.7,436.68,7463
34.18,78.05,66.77,1010.71,432.1,7464
23.02,67.25,72.0,1017.17,443.44,7465
8.22,40.77,95.61,1009.11,480.38,7466
7.16,38.56,70.1,1019.17,486.12,7467
28.32,77.95,77.17,1014.61,436.97,7468
15.5,44.34,65.21,1019.21,468.53,7469
26.79,62.44,72.46,1011.51,440.55,7470
13.62,42.34,89.67,1017.87,464.79,7471
8.86,40.23,90.47,1017.57,478.05,7472
7.14,44.71,71.9,1019.98,487.71,7473
27.29,64.45,45.35,1013.46,446.94,7474
24.06,58.98,81.16,1010.66,443.75,7475
18.36,56.65,82.0,1020.29,456.49,7476
13.83,40.78,73.08,1024.85,458.85,7477
21.43,60.95,75.49,1015.27,449.12,7478
19.08,58.59,68.88,1013.42,451.05,7479
31.46,71.29,41.79,1008.57,430.8,7480
24.54,66.49,69.14,1011.1,437.38,7481
10.41,41.01,94.27,1020.12,472.82,7482
10.49,42.49,78.92,1009.81,478.75,7483
15.03,44.45,65.57,1020.94,460.06,7484
8.53,40.02,85.57,1031.27,476.73,7485
14.64,39.31,79.3,1008.84,462.72,7486
24.31,58.62,64.44,1017.29,449.12,7487
33.95,80.18,56.69,1010.3,432.22,7488
10.39,40.22,87.77,1006.59,479.14,7489
19.69,56.65,62.83,1020.77,456.29,7490
21.45,45.09,52.26,1013.83,453.15,7491
26.04,72.43,84.88,1006.82,432.94,7492
24.39,71.85,72.24,1009.73,438.2,7493
19.69,39.72,60.34,1001.49,456.55,7494
15.37,43.67,91.48,1011.9,468.23,7495
22.3,57.19,75.28,1006.4,445.1,7496
18.64,43.79,51.17,1016.01,465.13,7497
7.3,39.72,77.83,1020.85,485.1,7498
28.59,68.08,42.96,1013.2,436.7,7499
14.48,44.06,75.88,1018.73,467.46,7500
10.16,41.55,58.04,1005.69,477.27,7501
30.75,71.25,65.47,1000.07,431.93,7502
12.54,44.03,84.03,1007.05,471.86,7503
27.28,78.92,75.48,1011.05,434.78,7504
23.54,65.27,64.28,1013.78,445.19,7505
26.68,62.91,60.78,1012.33,441.04,7506
9.88,40.0,92.06,1021.4,481.58,7507
9.27,40.22,89.24,1008.1,481.23,7508
26.38,65.12,47.57,1016.1,441.07,7509
26.64,58.69,75.68,1007.99,439.32,7510
23.63,58.62,69.97,1016.45,445.51,7511
24.39,51.86,59.98,1014.92,447.7,7512
23.09,63.76,72.36,1009.82,443.86,7513
32.38,67.17,60.04,1006.97,438.67,7514
27.44,58.9,66.74,1003.86,442.19,7515
9.37,44.77,87.31,1020.61,474.41,7516
30.96,71.77,52.76,1006.26,425.66,7517
12.06,48.04,100.13,1010.01,465.63,7518
20.1,58.95,80.87,1018.46,446.7,7519
9.64,36.66,70.11,1027.1,479.08,7520
28.02,71.77,72.41,1006.5,428.58,7521
25.24,71.14,79.39,1008.73,435.09,7522
24.96,60.27,69.97,1018.68,442.67,7523
27.5,49.3,59.23,1004.02,439.77,7524
20.83,44.78,35.9,1008.51,460.6,7525
28.44,69.84,68.24,1003.25,426.69,7526
21.89,58.05,85.71,1011.31,441.76,7527
16.87,52.05,71.63,1012.7,460.31,7528
23.48,51.43,84.83,1007.13,441.78,7529
15.23,37.87,85.02,1020.17,464.02,7530
23.57,66.75,80.19,1018.06,439.71,7531
22.17,60.27,89.55,1018.21,443.31,7532
30.97,69.13,58.92,1009.78,435.6,7533
23.84,49.21,47.63,1013.6,447.03,7534
23.55,61.87,54.83,1009.65,443.54,7535
17.32,42.24,62.96,1017.35,472.33,7536
21.61,41.54,75.62,1014.5,458.47,7537
12.85,41.14,86.29,1027.04,464.86,7538
22.39,58.18,87.48,1008.52,448.37,7539
22.22,66.05,80.58,1016.15,442.95,7540
24.67,70.94,75.64,1007.99,443.51,7541
6.76,39.22,77.0,1013.91,487.08,7542
13.35,39.18,61.98,1023.24,469.34,7543
11.43,44.78,82.45,1013.43,471.09,7544
13.18,37.91,88.84,1018.09,469.63,7545
29.53,71.14,53.41,1011.39,431.97,7546
25.07,56.85,51.99,1011.25,442.44,7547
28.36,66.75,52.6,1017.71,433.88,7548
32.67,77.95,50.73,1014.62,432.32,7549
22.3,74.87,86.18,1009.69,442.78,7550
16.85,49.78,100.1,1005.61,455.33,7551
7.0,39.81,87.65,1017.47,484.51,7552
12.74,41.5,86.28,1012.94,469.92,7553
32.88,72.29,62.74,1008.5,431.74,7554
17.46,53.29,91.01,1018.07,458.06,7555
29.05,64.84,51.39,1011.1,442.58,7556
11.32,36.18,64.68,1015.03,472.67,7557
19.65,57.85,93.89,1011.73,450.5,7558
22.69,64.45,45.03,1012.82,450.65,7559
28.31,74.34,79.23,998.42,431.95,7560
27.97,66.17,63.73,1010.81,441.7,7561
21.45,69.94,82.17,1010.5,443.31,7562
21.45,66.05,73.73,1014.81,453.38,7563
20.51,45.38,69.14,1014.29,461.87,7564
14.57,44.45,66.23,1021.42,462.48,7565
22.21,48.14,66.8,1015.08,448.33,7566
15.06,41.85,88.23,1016.78,466.72,7567
24.84,59.22,83.08,1013.18,442.7,7568
24.44,47.93,67.04,1003.13,440.53,7569
27.05,59.15,56.31,1012.83,441.39,7570
33.92,77.95,58.89,1010.15,433.01,7571
15.42,39.82,83.54,1012.89,469.9,7572
26.87,74.99,71.91,1002.48,437.78,7573
8.69,41.04,80.28,1026.87,477.2,7574
14.19,49.83,90.72,1006.52,462.86,7575
18.23,45.01,73.86,1012.24,454.06,7576
25.47,56.89,63.21,1013.02,440.38,7577
12.62,40.83,81.52,1010.06,470.94,7578
13.61,42.34,91.35,1017.57,465.65,7579
23.91,67.69,66.71,1008.28,439.84,7580
14.73,39.52,74.21,1017.01,470.45,7581
21.62,50.05,92.9,1007.2,444.16,7582
15.29,38.73,81.17,1000.9,468.62,7583
23.66,72.43,89.49,1008.0,439.02,7584
25.14,60.29,53.3,1017.91,444.5,7585
22.56,48.92,51.63,1010.7,445.07,7586
13.56,39.58,73.62,1011.05,473.16,7587
28.74,71.14,48.6,1011.53,430.12,7588
6.93,38.68,61.28,1017.61,482.37,7589
13.52,39.3,69.22,1018.99,469.41,7590
28.69,67.79,66.4,1011.01,439.87,7591
7.9,43.79,83.05,1016.14,485.26,7592
19.5,65.12,73.87,1015.53,453.99,7593
22.27,48.98,49.33,1014.47,451.74,7594
27.83,59.57,71.05,1011.22,443.85,7595
25.34,64.27,66.02,1013.38,443.94,7596
23.57,67.9,70.12,1006.08,446.72,7597
29.73,73.06,84.84,1010.27,432.73,7598
27.63,64.96,75.38,1006.3,434.22,7599
17.28,39.99,74.25,1007.09,463.28,7600
20.58,39.53,62.09,1005.68,460.1,7601
24.6,49.3,72.26,1003.72,439.46,7602
29.98,76.09,75.6,1007.62,432.0,7603
12.19,41.17,65.47,1019.43,475.64,7604
30.71,68.27,68.04,1007.76,428.27,7605
24.92,63.94,44.92,1017.7,441.07,7606
25.94,60.75,64.76,1007.22,439.46,7607
23.92,71.98,92.96,1006.22,433.23,7608
11.04,39.96,94.44,1025.75,468.84,7609
22.1,65.94,67.57,1009.79,443.95,7610
19.45,41.1,52.16,1001.88,458.26,7611
24.56,63.21,82.38,1013.79,444.34,7612
31.86,73.88,57.68,1005.6,435.91,7613
22.49,45.61,75.69,1013.1,455.12,7614
19.13,50.78,87.54,1008.51,447.03,7615
20.55,68.63,67.07,1012.5,453.47,7616
15.92,41.2,73.37,1016.04,468.91,7617
18.4,43.69,52.44,1016.59,462.05,7618
12.73,44.34,93.55,1015.11,472.94,7619
7.68,39.96,87.48,1023.73,477.84,7620
14.02,44.85,75.73,1016.54,469.53,7621
30.94,64.44,53.76,1014.36,439.84,7622
9.42,41.4,87.8,1030.38,472.99,7623
11.12,41.54,75.07,1020.13,477.69,7624
3.92,41.31,95.26,999.22,487.35,7625
20.38,66.54,77.8,1013.95,448.93,7626
25.6,73.67,84.82,1005.78,433.25,7627
23.22,59.15,75.18,1014.58,443.7,7628
25.14,60.37,77.17,1006.63,438.39,7629
7.92,42.28,81.68,1008.55,484.75,7630
24.77,69.71,85.56,1009.86,441.29,7631
30.36,69.82,54.22,1010.02,439.05,7632
21.81,65.06,66.41,1014.6,447.13,7633
27.12,70.32,52.67,1009.94,429.08,7634
8.97,39.66,78.94,1021.63,482.62,7635
23.31,60.37,82.75,1005.17,438.52,7636
20.8,69.45,82.48,1013.7,443.77,7637
9.31,41.39,93.68,1018.3,480.25,7638
27.5,59.54,72.7,1004.88,438.81,7639
10.47,41.06,81.16,1022.24,477.47,7640
13.86,50.59,97.22,1019.2,467.23,7641
23.42,50.05,86.45,1006.79,441.8,7642
15.56,41.1,76.92,1003.55,464.42,7643
16.96,46.36,89.11,1019.91,460.57,7644
18.68,62.1,83.67,1019.78,453.25,7645
18.33,49.64,62.57,1025.36,468.14,7646
13.78,40.1,81.86,1014.49,445.98,7647
12.19,41.06,74.98,1021.35,474.63,7648
15.56,41.04,64.81,1025.8,457.11,7649
32.87,70.8,59.85,1009.54,433.1,7650
25.76,57.32,43.61,1011.93,440.26,7651
11.27,40.69,86.63,1014.35,476.27,7652
26.69,70.36,68.29,1006.82,435.04,7653
6.45,35.77,67.84,1018.86,483.12,7654
23.86,74.93,71.44,1016.88,444.38,7655
27.16,47.43,45.79,1009.17,442.85,7656
33.97,72.29,44.32,1008.98,432.33,7657
10.37,40.03,90.47,1017.47,477.91,7658
25.15,71.14,70.33,1011.68,434.99,7659
10.52,41.48,68.99,1018.0,469.8,7660
28.88,66.56,59.15,1006.26,426.66,7661
19.89,68.08,80.25,1012.65,448.71,7662
19.31,43.56,41.54,1013.65,463.35,7663
7.14,41.22,97.09,1016.6,435.58,7664
28.18,71.14,48.03,1011.56,432.72,7665
26.08,57.32,47.06,1012.2,441.32,7666
29.01,64.79,44.31,1017.62,442.12,7667
21.84,58.86,69.67,1014.13,445.16,7668
16.82,49.15,72.07,1020.68,462.22,7669
29.03,67.79,54.03,1010.86,445.03,7670
14.78,41.17,67.42,1016.42,469.69,7671
15.55,43.71,79.61,1024.34,465.14,7672
30.22,70.32,65.97,1011.63,435.98,7673
25.97,68.12,61.97,1013.11,437.11,7674
19.21,53.16,81.64,1013.18,454.01,7675
18.94,48.7,92.88,1007.82,453.36,7676
22.2,44.05,75.13,1007.34,445.32,7677
26.9,77.95,75.58,1017.47,434.18,7678
16.58,46.18,96.29,1010.4,463.51,7679
10.72,35.76,62.26,1019.71,473.48,7680
13.64,34.03,62.2,1018.32,469.61,7681
24.34,70.79,85.66,1006.82,433.83,7682
30.9,73.68,40.9,1014.95,430.29,7683
7.76,39.61,80.67,1021.63,488.32,7684
9.08,36.18,68.37,1020.24,477.26,7685
9.45,39.04,75.81,1023.08,483.66,7686
28.71,51.43,64.79,1006.4,440.17,7687
25.3,49.3,69.08,1003.67,436.62,7688
24.47,48.6,75.04,1002.49,442.08,7689
15.59,52.05,78.55,1013.67,456.07,7690
29.72,77.95,72.73,1014.9,434.99,7691
32.81,71.32,47.29,1007.69,434.38,7692
29.2,70.79,63.74,1004.8,425.2,7693
25.34,70.47,83.94,1006.46,433.34,7694
10.37,37.83,90.99,1006.5,470.66,7695
13.12,52.75,67.5,1023.69,462.7,7696
14.8,44.21,89.24,1021.59,466.21,7697
11.51,41.06,78.11,1021.3,476.91,7698
14.4,41.26,73.11,1021.41,462.78,7699
22.36,58.79,73.6,1016.69,445.76,7700
20.61,44.63,77.54,1008.54,456.68,7701
13.86,41.78,57.9,1010.75,467.39,7702
12.27,39.82,85.58,1012.18,477.54,7703
13.13,50.59,87.44,1020.26,470.03,7704
25.1,60.37,72.53,1005.83,438.44,7705
8.47,42.02,92.73,1005.37,477.67,7706
21.18,60.1,78.19,1011.02,452.39,7707
11.02,43.02,66.54,1012.32,478.81,7708
28.69,58.33,34.1,1013.67,448.54,7709
18.85,41.1,61.75,1001.95,462.4,7710
29.83,62.66,47.07,1007.98,438.71,7711
27.63,71.98,82.88,1005.45,426.0,7712
17.7,49.21,67.91,1015.16,455.97,7713
22.69,48.14,62.05,1013.7,448.52,7714
10.56,39.13,87.12,1010.19,463.14,7715
14.86,44.85,67.43,1016.19,468.87,7716
27.24,44.89,51.89,1009.61,442.84,7717
22.74,61.87,55.03,1009.66,444.59,7718
25.31,61.5,63.31,1009.31,437.03,7719
29.13,68.3,37.08,1014.96,437.25,7720
8.42,43.14,80.32,1011.62,483.49,7721
30.76,73.17,50.43,1009.89,430.98,7722
28.46,49.16,38.1,1004.61,438.02,7723
18.15,41.67,52.69,1012.75,464.44,7724
28.71,71.64,71.11,1005.21,432.05,7725
9.65,44.68,98.08,1022.9,476.71,7726
7.28,38.56,67.98,1018.96,485.57,7727
16.26,44.89,86.57,1010.48,456.86,7728
25.86,60.32,53.37,1015.91,446.58,7729
11.6,39.96,80.79,1011.65,473.22,7730
21.43,63.47,94.47,1011.95,448.17,7731
28.0,74.22,66.0,1008.68,433.94,7732
28.83,72.43,67.04,1006.69,428.85,7733
12.42,43.14,79.48,1015.88,471.1,7734
33.37,71.37,45.26,1003.75,432.67,7735
7.41,40.81,88.96,1026.15,488.48,7736
14.54,42.77,81.82,1019.61,466.37,7737
26.63,61.47,69.0,1008.18,444.16,7738
29.87,69.13,72.75,1001.08,426.47,7739
14.97,42.28,79.25,1007.31,466.62,7740
34.62,69.05,38.35,1000.68,425.41,7741
32.11,78.05,58.78,1010.36,431.31,7742
4.69,39.42,79.35,1024.58,486.34,7743
17.1,48.98,85.63,1016.48,454.43,7744
13.77,42.86,88.83,1012.86,471.94,7745
21.75,59.8,72.94,1016.65,453.17,7746
24.98,58.05,69.97,1011.69,447.15,7747
26.48,73.06,90.73,1008.07,433.31,7748
13.78,40.0,68.67,1018.38,458.74,7749
5.54,41.38,82.91,1020.47,490.07,7750
22.07,69.94,80.86,1011.18,440.09,7751
30.45,43.21,63.59,1011.35,438.68,7752
21.79,61.45,91.78,1011.11,446.99,7753
15.81,54.3,68.45,1017.8,461.63,7754
6.86,38.08,77.37,1019.62,486.92,7755
10.23,43.72,97.93,1011.18,471.61,7756
22.09,65.59,72.44,1015.54,447.28,7757
28.37,75.6,55.19,1017.48,439.25,7758
10.07,40.92,97.15,1021.43,467.01,7759
26.02,59.57,76.93,1011.16,446.5,7760
25.96,60.95,50.03,1014.52,444.19,7761
11.3,25.36,96.18,1008.66,471.19,7762
15.12,41.04,69.67,1025.95,460.58,7763
15.08,37.85,85.9,1009.85,465.58,7764
32.95,67.9,45.15,1005.88,425.89,7765
23.8,48.6,67.32,1002.43,440.89,7766
6.86,41.38,90.78,1021.35,487.49,7767
17.3,58.59,87.17,1015.52,454.88,7768
26.85,75.6,74.55,1017.43,433.48,7769
26.82,60.96,57.41,1012.25,449.81,7770
7.87,41.17,77.77,1020.33,486.2,7771
15.58,40.66,87.42,1016.34,460.61,7772
24.39,60.84,61.73,1018.5,442.72,7773
11.93,41.38,57.63,1021.76,473.88,7774
6.67,36.08,83.51,1022.31,486.52,7775
29.45,68.84,59.7,1011.64,438.41,7776
22.26,60.77,85.94,1018.26,442.58,7777
25.64,47.01,62.29,1014.81,454.48,7778
22.46,58.33,68.68,1013.21,445.9,7779
24.12,51.43,83.77,1006.55,441.49,7780
31.85,68.3,47.06,1014.76,428.72,7781
25.63,58.86,52.75,1014.86,443.84,7782
17.09,42.42,72.01,1009.03,464.11,7783
26.22,69.89,76.63,1015.46,433.61,7784
8.26,39.42,70.53,1025.89,474.72,7785
23.2,73.17,89.92,1012.0,438.64,7786
20.92,63.86,72.98,1020.49,449.09,7787
6.67,39.37,75.61,1019.99,486.84,7788
29.6,71.94,62.65,1007.07,429.02,7789
23.27,67.9,71.01,1006.17,447.25,7790
28.43,63.31,49.99,1013.44,432.62,7791
13.84,42.18,79.76,1015.74,468.66,7792
11.42,40.35,82.71,1011.55,478.7,7793
23.66,69.51,52.59,1012.9,435.39,7794
26.09,70.4,85.37,1007.41,432.52,7795
18.5,47.03,93.6,1013.97,460.08,7796
16.28,42.99,77.27,1007.5,464.13,7797
8.61,41.04,95.6,1024.81,473.62,7798
26.11,62.44,72.59,1010.68,438.87,7799
5.0,40.64,94.84,1021.05,485.27,7800
22.95,63.94,81.52,1013.91,438.33,7801
15.92,39.16,71.32,1006.59,460.45,7802
23.07,65.27,58.38,1013.24,443.42,7803
26.42,59.54,76.28,1007.02,438.5,7804
11.64,38.25,85.79,1013.33,472.34,7805
17.11,49.78,100.09,1007.25,453.22,7806
7.17,41.92,83.86,1031.97,485.08,7807
27.52,66.48,52.54,1004.99,429.67,7808
8.25,43.14,87.1,1011.3,479.95,7809
24.49,59.87,59.95,1018.4,444.54,7810
28.19,71.97,84.67,1008.85,438.8,7811
17.76,40.55,73.77,1002.82,461.8,7812
20.9,67.71,59.02,1007.16,446.57,7813
22.31,61.45,98.56,1009.25,437.05,7814
8.88,41.54,80.77,1019.05,484.99,7815
20.01,52.9,58.88,1018.05,455.57,7816
23.36,59.15,86.64,1013.71,442.53,7817
25.54,61.08,71.15,1013.14,447.06,7818
24.5,58.66,57.92,1011.54,451.03,7819
12.68,43.7,86.89,1016.07,471.8,7820
11.52,39.18,83.29,1023.43,474.35,7821
28.08,64.44,64.34,1013.02,440.26,7822
28.66,74.93,51.26,1014.04,440.79,7823
30.02,69.04,56.01,1009.68,440.49,7824
9.53,40.62,75.49,1015.57,469.9,7825
18.58,63.78,78.74,1016.24,453.96,7826
8.91,40.11,78.39,1022.87,475.43,7827
26.44,59.15,60.71,1013.35,439.65,7828
23.86,73.5,87.32,1011.34,438.62,7829
30.02,73.5,44.91,1010.52,429.84,7830
12.17,49.83,96.44,1008.05,469.52,7831
25.58,61.08,71.27,1013.37,446.32,7832
12.73,40.27,68.77,1005.68,475.61,7833
10.74,44.85,71.61,1014.25,476.83,7834
15.25,46.36,95.83,1019.69,461.68,7835
27.35,77.95,74.14,1012.14,431.72,7836
30.28,67.22,53.32,1014.39,447.67,7837
24.88,51.43,67.38,1011.28,441.03,7838
33.74,69.98,43.3,1012.51,425.35,7839
32.57,65.74,46.27,1011.03,440.56,7840
27.54,68.27,56.42,1008.12,433.0,7841
16.09,44.71,42.74,1017.86,464.95,7842
23.86,52.84,48.94,1006.56,444.66,7843
27.78,70.8,79.57,1009.81,431.44,7844
24.11,68.63,45.28,1014.34,448.45,7845
6.39,35.57,77.23,1025.53,487.69,7846
14.16,39.28,77.29,1015.63,471.27,7847
13.43,43.56,66.36,1013.02,472.94,7848
20.11,42.04,60.31,1010.79,464.13,7849
7.32,39.42,76.51,1026.15,476.12,7850
13.71,45.08,82.93,1023.35,468.43,7851
21.49,68.28,80.64,1004.68,438.0,7852
15.25,39.58,73.05,1012.1,466.21,7853
19.81,56.65,67.99,1020.62,457.72,7854
25.71,71.73,75.29,1009.72,434.16,7855
9.0,36.3,75.89,1027.11,480.31,7856
28.85,57.19,58.4,1008.2,436.8,7857
14.66,40.73,88.57,1017.45,459.23,7858
21.94,57.5,78.52,1014.64,451.1,7859
26.48,66.54,51.9,1011.61,438.87,7860
24.08,49.3,70.42,1003.23,443.46,7861
25.95,63.47,66.22,1011.77,445.5,7862
19.76,62.1,73.55,1020.07,450.44,7863
5.07,40.07,66.17,1019.32,494.87,7864
5.62,41.38,86.21,1020.91,490.83,7865
6.8,37.8,70.02,1021.09,485.96,7866
24.77,57.17,73.0,1010.66,441.12,7867
18.59,44.63,86.22,1003.99,459.65,7868
11.17,44.77,79.6,1018.2,470.85,7869
25.87,47.01,61.87,1014.67,452.32,7870
15.46,37.64,87.53,1014.57,462.96,7871
22.63,58.41,90.32,1013.69,445.43,7872
29.59,74.78,55.75,1009.45,436.77,7873
22.25,60.84,73.67,1018.07,443.99,7874
31.53,74.99,58.29,1003.93,432.34,7875
17.95,49.21,59.44,1012.05,455.1,7876
29.45,64.96,59.92,1005.52,433.04,7877
31.31,64.44,51.08,1014.24,438.14,7878
8.41,40.67,69.2,1019.97,489.25,7879
22.85,60.08,67.12,1018.05,452.5,7880
16.02,39.54,72.81,1007.73,466.15,7881
15.12,43.79,75.62,1016.37,470.11,7882
14.47,48.79,69.87,1017.05,466.25,7883
12.1,41.17,75.61,1013.72,478.1,7884
15.38,43.99,83.41,1022.42,462.48,7885
22.16,65.48,70.51,1017.22,446.0,7886
26.31,72.39,88.43,1001.16,434.53,7887
15.14,39.72,72.52,1002.96,460.15,7888
26.49,61.86,74.24,1012.55,440.21,7889
23.06,56.85,64.03,1012.5,440.03,7890
16.21,50.9,84.45,1012.46,462.68,7891
8.76,41.82,76.5,1033.29,480.08,7892
11.92,40.55,100.07,1016.91,472.45,7893
28.64,73.4,52.84,1011.48,441.32,7894
17.95,59.15,84.27,1012.73,449.14,7895
33.82,73.03,42.17,1013.49,439.3,7896
5.82,40.78,96.01,1024.82,470.02,7897
20.41,48.06,76.21,1012.62,451.26,7898
31.23,72.58,60.8,1006.61,427.58,7899
6.58,40.07,55.44,1014.22,493.72,7900
13.1,41.48,87.41,1009.0,460.34,7901
20.13,40.33,85.42,1005.31,460.09,7902
29.12,74.87,62.51,1009.85,435.51,7903
19.57,68.61,96.4,1011.13,448.73,7904
25.38,72.24,89.64,1010.76,432.3,7905
12.56,41.4,74.26,1019.23,472.54,7906
28.25,57.19,67.9,1007.99,436.99,7907
27.24,77.17,81.51,1009.37,439.12,7908
16.41,44.92,84.16,1024.27,462.12,7909
26.1,63.56,61.0,1013.12,442.75,7910
17.37,41.23,68.44,998.79,461.08,7911
31.81,66.44,53.55,1011.21,426.84,7912
13.83,45.08,80.52,1024.2,465.5,7913
28.43,73.18,71.05,1012.52,427.11,7914
12.07,38.25,81.66,1012.67,470.36,7915
14.73,58.2,82.48,1019.45,458.56,7916
16.65,56.89,87.44,1013.52,452.52,7917
22.56,60.29,67.53,1018.19,447.15,7918
23.76,61.5,68.52,1009.15,441.16,7919
14.72,38.91,61.75,1015.17,468.87,7920
22.63,58.49,72.7,1010.94,448.38,7921
21.82,58.66,64.37,1011.71,452.16,7922
20.88,47.45,76.21,1007.5,449.34,7923
18.4,43.96,77.81,1012.4,464.63,7924
23.29,65.61,70.27,1014.81,447.67,7925
26.65,74.67,77.32,1015.73,435.9,7926
24.62,72.43,84.36,1007.97,436.89,7927
27.94,69.84,70.47,1003.11,428.67,7928
27.96,68.51,63.21,1007.26,432.07,7929
25.52,71.73,79.55,1009.91,434.67,7930
9.28,41.38,72.22,1021.96,486.18,7931
20.5,51.19,91.79,1009.0,445.35,7932
24.38,47.01,68.96,1015.17,454.85,7933
25.69,59.54,81.69,1004.05,439.06,7934
13.86,44.21,83.56,1022.6,468.3,7935
31.44,64.44,49.15,1014.04,437.6,7936
26.88,69.51,45.03,1012.76,436.3,7937
27.83,69.04,63.79,1009.69,443.24,7938
29.66,59.22,61.2,1013.25,441.58,7939
11.49,41.54,70.91,1020.17,476.74,7940
5.62,41.31,89.16,1001.37,485.6,7941
